title	abstract	sha	pmcid
The Transmissibility of Highly Pathogenic Avian Influenza in Commercial Poultry in Industrialised Countries	BACKGROUND: With the increased occurrence of outbreaks of H5N1 worldwide there is concern that the virus could enter commercial poultry farms with severe economic consequences. METHODOLOGY/PRINCIPAL FINDINGS: We analyse data from four recent outbreaks of highly pathogenic avian influenza (HPAI) in commercial poultry to estimate the farm-to-farm reproductive number for HPAI. The reproductive number is a key measure of the transmissibility of HPAI at the farm level because it can be used to evaluate the effectiveness of the control measures. In these outbreaks the mean farm-to-farm reproductive number prior to controls ranged from 1.1 to 2.4, with the maximum farm-based reproductive number in the range 2.2 to 3.2. Enhanced bio-security, movement restrictions and prompt isolation of the infected farms in all four outbreaks substantially reduced the reproductive number, but it remained close to the threshold value 1 necessary to ensure the disease will be eradicated. CONCLUSIONS/SIGNIFICANCE: Our results show that depending on the particular situation in which an outbreak of avian influenza occurs, current controls might not be enough to eradicate the disease, and therefore a close monitoring of the outbreak is required. The method we used for estimating the reproductive number is straightforward to implement and can be used in real-time. It therefore can be a useful tool to inform policy decisions.	d882f79283751d6c7f2e48cb991ee8abbcd913ae	PMC1831494
No Effect of a Homeopathic Preparation on Neonatal Calf Diarrhoea in a Randomised Double-Blind, Placebo-Controlled Clinical Trial	A double-blind, placebo-controlled clinical trial of a homeopathic treatment of neonatal calf diarrhoea was performed using 44 calves in 12 dairy herds. Calves with spontaneously derived diarrhoea were treated with either the homeopathic remedy Podophyllum (D30) (n = 24) or a placebo (n = 20). No clinically or statistically significant difference between the 2 groups was demonstrated. Calves treated with Podophyllum had an average of 3.1 days of diarrhoea compared with 2.9 days for the placebo group. Depression, inappetence and fever were presented equally in the 2 groups. These results support the widely held opinion that scientific proof for the efficacy of veterinary homeopathy is lacking. In the European Union this implies a considerable risk for animal welfare, since in some countries priority is given to homeopathic treatments in organic farming.	a510ff06475118256003b81fbc9abdaa33242da1	PMC1831551
Cryptosporidium parvum and Giardia intestinalis in Calf Diarrhoea in Sweden	The objective of this study conducted in 75 herds was to investigate the presence and significance of Cryptosporidium parvum and Giardia intestinalis in Swedish dairy calves in comparison with rotavirus, coronavirus and Escherichia coli K99+. The farmers were asked to collect faecal samples from each heifer calf that had diarrhoea between birth and 90 days of age, and also from a healthy calf of the same age. In total, 270 samples were collected and analysed. C. parvum, either alone or together with G. intestinalis and/or rotavirus, was detected in 16 (11%) and 6 (5%) of the samples from diarrhoeic and healthy calves, respectively. Even though a higher proportion of diarrhoeic calves shed C. parvum, the difference between the groups was not statistically significant (p = 0.067), possibly due to the low number of positive samples. G. intestinalis was found in 42 (29%) of the diarrhoea samples and in 29 (23%) of the samples from healthy calves. Rotavirus and coronavirus were demonstrated in 24% and 3% of the diarrhoea samples, respectively, whereas E. coli K99+ was only found in samples from 2 healthy calves. C. parvum and G. intestinalis were found in samples from calves 7 to 84 days of age and during all seasons. The results confirm that C. parvum is present in Swedish dairy herds and might have clinical significance. G. intestinalis was the most common agent found but the importance of this parasite remains unclear. Both parasites have suggested zoonotic potential and thus warrant further attention. In addition, rotavirus is a major pathogen in neonatal enteritis in Sweden, whereas coronavirus and E. coli K99+ seem to be of less importance.	c905423410ad459a067d65c11efbb89fa196d751	PMC1831560
Ethnoveterinary medicines used for ruminants in British Columbia, Canada	BACKGROUND: The use of medicinal plants is an option for livestock farmers who are not allowed to use allopathic drugs under certified organic programs or cannot afford to use allopathic drugs for minor health problems of livestock. METHODS: In 2003 we conducted semi-structured interviews with 60 participants obtained using a purposive sample. Medicinal plants are used to treat a range of conditions. A draft manual prepared from the data was then evaluated by participants at a participatory workshop. RESULTS: There are 128 plants used for ruminant health and diets, representing several plant families. The following plants are used for abscesses: Berberis aquifolium/Mahonia aquifolium Echinacea purpurea, Symphytum officinale, Bovista pila, Bovista plumbea, Achillea millefolium and Usnea longissima. Curcuma longa L., Salix scouleriana and Salix lucida are used for caprine arthritis and caprine arthritis encephalitis.Euphrasia officinalis and Matricaria chamomilla are used for eye problems. Wounds and injuries are treated with Bovista spp., Usnea longissima, Calendula officinalis, Arnica sp., Malva sp., Prunella vulgaris, Echinacea purpurea, Berberis aquifolium/Mahonia aquifolium, Achillea millefolium, Capsella bursa-pastoris, Hypericum perforatum, Lavandula officinalis, Symphytum officinale and Curcuma longa. Syzygium aromaticum and Pseudotsuga menziesii are used for coccidiosis. The following plants are used for diarrhea and scours: Plantago major, Calendula officinalis, Urtica dioica, Symphytum officinale, Pinus ponderosa, Potentilla pacifica, Althaea officinalis, Anethum graveolens, Salix alba and Ulmus fulva. Mastitis is treated with Achillea millefolium, Arctium lappa, Salix alba, Teucrium scorodonia and Galium aparine. Anethum graveolens and Rubus sp., are given for increased milk production.Taraxacum officinale, Zea mays, and Symphytum officinale are used for udder edema. Ketosis is treated with Gaultheria shallon, Vaccinium sp., and Symphytum officinale. Hedera helix and Alchemilla vulgaris are fed for retained placenta. CONCLUSION: Some of the plants showing high levels of validity were Hedera helix for retained placenta and Euphrasia officinalis for eye problems. Plants with high validity for wounds and injuries included Hypericum perforatum, Malva parviflora and Prunella vulgaris. Treatments with high validity against endoparasites included those with Juniperus communis and Pinus ponderosa. Anxiety and pain are well treated with Melissa officinalis and Nepeta caesarea.	8b4eff9d625d8aa4d5795f4b07a9df388d2acfab	PMC1831764
The influenza pandemic preparedness planning tool InfluSim	BACKGROUND: Planning public health responses against pandemic influenza relies on predictive models by which the impact of different intervention strategies can be evaluated. Research has to date rather focused on producing predictions for certain localities or under specific conditions, than on designing a publicly available planning tool which can be applied by public health administrations. Here, we provide such a tool which is reproducible by an explicitly formulated structure and designed to operate with an optimal combination of the competing requirements of precision, realism and generality. RESULTS: InfluSim is a deterministic compartment model based on a system of over 1,000 differential equations which extend the classic SEIR model by clinical and demographic parameters relevant for pandemic preparedness planning. It allows for producing time courses and cumulative numbers of influenza cases, outpatient visits, applied antiviral treatment doses, hospitalizations, deaths and work days lost due to sickness, all of which may be associated with economic aspects. The software is programmed in Java, operates platform independent and can be executed on regular desktop computers. CONCLUSION: InfluSim is an online available software which efficiently assists public health planners in designing optimal interventions against pandemic influenza. It can reproduce the infection dynamics of pandemic influenza like complex computer simulations while offering at the same time reproducibility, higher computational performance and better operability.	f3f471d10a36a7a28e9050c10bd4dfd680cba17b	PMC1832202
Whole genome molecular phylogeny of large dsDNA viruses using composition vector method	BACKGROUND: One important mechanism by which large DNA viruses increase their genome size is the addition of modules acquired from other viruses, host genomes or gene duplications. Phylogenetic analysis of large DNA viruses, especially using methods based on alignment, is often difficult due to the presence of horizontal gene transfer events. The recent composition vector approach, not sensitive to such events, is applied here to reconstruct the phylogeny of 124 large DNA viruses. RESULTS: The results are mostly consistent with the biologist's systematics with only a few outliers and can also provide some information for those unclassified viruses and cladistic relationships of several families. CONCLUSION: With composition vector approach we obtained the phylogenetic tree of large DNA viruses, which not only give results comparable to biologist's systematics but also provide a new way for recovering the phylogeny of viruses.	aa8471e98490ab2c5a2dabea9a4d2f66c9427bfb	PMC1839080
Conserved aspartic acid 233 and alanine 231 are not required for poliovirus polymerase function in replicons	Nucleic acid polymerases have similar structures and motifs. The function of an aspartic acid (conserved in all classes of nucleic acid polymerases) in motif A remains poorly understood in RNA-dependent RNA polymerases. We mutated this residue to alanine in a poliovirus replicon. The resulting mutant could still replicate, although at a reduced level. In addition, mutation A231C (also in motif A) yielded high levels of replication. Taken together these results show that poliovirus polymerase conserved residues D233 and A231 are not essential to poliovirus replicon function.	f592542c73a8294125b53d9eeef9a61cfcd9b1a3	PMC1839082
Anticipated and current preventive behaviors in response to an anticipated human-to-human H5N1 epidemic in the Hong Kong Chinese general population	BACKGROUND: The prevalence of self-reported preventive behaviors in response to an anticipated local human-to-human H5N1 transmission outbreak and factors associated with such behaviors have not been examined. METHODS: A random, anonymous, cross-sectional telephone survey of 503 Hong Kong Chinese adults. RESULTS: The public in Hong Kong is likely to adopt self-protective behaviors (e.g., wearing face mask in public venues (73.8%), increasing the frequency of handwashing (86.7%)) and behaviors that protect others (e.g., wearing face masks when experiencing influenza-like illness (ILI, 92.4%), immediately seeking medical consultation (94.2%), making declarations when crossing the border with ILI (87.1%), complying to quarantine policies (88.3%)). Multivariate analyses indicated that factors related to age, full-time employment, perceived susceptibility, perceived efficacy of preventive measures, perceived higher fatality as compared to SARS, perceived chance of a major local outbreak, and being worried about self/family members contracting the virus were significantly associated with the inclination to adopt self-protective measures. Similar analyses showed that education level, variables related to perceived efficacy, perceived major local outbreak and such were significantly associated with various behaviors directed towards protecting others. CONCLUSION: In the event of a human-to-human H5N1 outbreak, the public in Hong Kong is likely to adopt preventive measures that may help contain the spread of the virus in the community.	b7c8e73cf095e30552a32cea04a398331c55ab41	PMC1845150
Biodiversity, traditional medicine and public health: where do they meet?	Given the increased use of traditional medicines, possibilities that would ensure its successful integration into a public health framework should be explored. This paper discusses some of the links between biodiversity and traditional medicine, and addresses their implications to public health. We explore the importance of biodiversity and ecosystem services to global and human health, the risks which human impacts on ecosystems and biodiversity present to human health and welfare.	4baa61e791ff5aa90affac055aee043503472aaa	PMC1847427
Immune pathways and defence mechanisms in honey bees Apis mellifera	Social insects are able to mount both group-level and individual defences against pathogens. Here we focus on individual defences, by presenting a genome-wide analysis of immunity in a social insect, the honey bee Apis mellifera. We present honey bee models for each of four signalling pathways associated with immunity, identifying plausible orthologues for nearly all predicted pathway members. When compared to the sequenced Drosophila and Anopheles genomes, honey bees possess roughly one-third as many genes in 17 gene families implicated in insect immunity. We suggest that an implied reduction in immune flexibility in bees reflects either the strength of social barriers to disease, or a tendency for bees to be attacked by a limited set of highly coevolved pathogens.	323ece9056ef7a1d81faf3422e98def1efd38f70	PMC1847501
Sex- and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study	BACKGROUND: Host genetic factors are important determinants in tuberculosis (TB). The SLC11A1 (or NRAMP1) gene has been studied extensively for genetic association with TB, but with inconsistent findings. In addition, no study has yet looked into the effect of sex and age on the relationship between SLC11A1 polymorphisms and TB. METHODS: A case-control study was conducted. In total, 278 pulmonary TB patients and 282 sex- and age-matched controls without TB were recruited. All subjects were ethnic Chinese. On the basis of linkage disequilibrium pattern, three genetic markers from SLC11A1 and one from the nearby IL8RB locus were selected and examined for association with TB susceptibility. These markers were genotyped using single strand conformation polymorphism analysis or fragment analysis of amplified products. RESULTS: Statistically significant differences in allele (P = 0.0165, OR = 1.51) and genotype (P = 0.0163, OR = 1.59) frequencies of the linked markers SLC6a/b (classically called D543N and 3'UTR) of the SLC11A1 locus were found between patients and controls. With stratification by sex, positive associations were identified in the female group for both allele (P = 0.0049, OR = 2.54) and genotype (P = 0.0075, OR = 2.74) frequencies. With stratification by age, positive associations were demonstrated in the young age group (age ≤65 years) for both allele (P = 0.0047, OR = 2.52) and genotype (P = 0.0031, OR = 2.92) frequencies. All positive findings remained significant even after correction for multiple comparisons. No significant differences were noted in either the male group or the older age group. No significant differences were found for the other markers (one SLC11A1 marker and one IL8RB marker) either. CONCLUSION: This study confirmed the association between SLC11A1 and TB susceptibility and demonstrated for the first time that the association was restricted to females and the young age group.	0094b25e2500306fadbdfb41d520f2970bb086d3	PMC1847518
ElaD, a Deubiquitinating Protease Expressed by E. coli	BACKGROUND: Ubiquitin and ubiquitin-like proteins (Ubl) are designed to modify polypeptides in eukaryotes. Covalent binding of ubiquitin or Ubls to substrate proteins can be reversed by specific hydrolases. One particular set of cysteine proteases, the CE clan, which targets ubiquitin and Ubls, has homologs in eukaryotes, prokaryotes, and viruses. FINDINGS: We have cloned and analyzed the E. coli protein elaD, which is distantly related to eukaryotic CE clan members of the ULP/SENP protease family that are specific for SUMO and Nedd8. Previously misannotated as a putative sulfatase/phosphatase, elaD is an efficient and specific deubiquitinating enzyme in vitro. Interestingly, elaD is present in all intestinal pathogenic E. coli strains, but conspicuously absent from extraintestinal pathogenic strains (ExPECs). Further homologs of this protease can be found in Acanthamoeba Polyphaga Mimivirus, and in Alpha-, Beta-and Gammaproteobacteria. CONCLUSION: The expression of ULP/SENP-related hydrolases in bacteria therefore extends to plant pathogens and medically relevant strains of Escherichia coli, Legionella pneumophila, Rickettsiae, Chlamydiae, and Salmonellae, in which the elaD ortholog sseL has recently been identified as a virulence factor with deubiquitinating activity. As a counterpoint, our phylogenetic and functional examination reveals that ancient eukaryotic ULP/SENP proteases also have the potential of ubiquitin-specific hydrolysis, suggesting an early common origin of this peptidase clan.	305cf1019ca9c81126b2e527fedf79969c2c522f	PMC1847702
Using patient-collected clinical samples and sera to detect and quantify the severe acute respiratory syndrome coronavirus (SARS-CoV)	BACKGROUND: Severe acute respiratory syndrome (SARS) caused a large outbreak of pneumonia in Beijing, China, in 2003. Reverse transcriptase polymerase chain reaction (RT-PCR) was used to detect and quantify SARS-CoV in 934 sera and self-collected throat washes and fecal samples from 271 patients with laboratory-confirmed SARS managed at a single institution. RESULTS: SARS-CoV detection rates in sera were highest in the first 9 days of illness, whereas detection was highest in throat washes 5–14 days after onset of symptoms. The highest SARS-CoV RT-PCR rates (70.4–86.3%) and viral loads (log(10 )4.5–6.1) were seen in fecal samples collected 2–4 weeks after the onset of clinical illness. Fecal samples were frequently SARS-CoV RT-PCR positive beyond 40 days, and occasional sera still had SARS-CoV detected after 3 weeks of illness. CONCLUSION: In the context of an extensive outbreak with major pressure on hospital resources, patient self-collected samples are an alternative to nasopharyngeal aspirates for laboratory confirmation of SARS-CoV infection.	71f2f3ffaa761b9d7e50b3d22eb0aacb78728bd9	PMC1851004
A focus reduction neutralization assay for hepatitis C virus neutralizing antibodies	BACKGROUND/AIM: The role of humoral immunity in hepatitis C virus (HCV) infection is poorly understood. Nevertheless, there is increasing interest in characterizing the neutralizing antibodies in the serum of HCV-infected patients. Focus reduction assays have been widely used to evaluate neutralizing antibody responses against a range of non-cytopathic viruses. Based on the recent development of a HCV cell culture system using the genotype 2 JFH-1-strain, we developed a focus reduction assay for HCV-neutralizing antibodies. METHODS: The focus reduction assay was based on a standard microneutralization assay in which immunostained foci on tissue culture plates are counted. The neutralizing anti-HCV antibodies titers of purified serum immunoglobulin samples from seventy-seven individuals were determined using a 50% focus reduction neutralization assay. Each titer was determined as the log value of the reciprocal antibody dilution that reduced the number of viral foci by 50%. IgG antibodies were first purified from each serum in order to avoid the facilitating effect of HDL on HCV entry. RESULTS: The assay's cut-off using an ELISA and RNA HCV-negative samples was found to be 1.25 log, corresponding to a dilution of 1:18. The assay was compared with a commercial HCV ELISA and exhibited specificity and sensitivity values of 100% and 96.5%, respectively, and good reproducibility (with intra-assay and inter-assay coefficients of variation of 6.7% and 12.6%, respectively). The assay did not show any cross-reactivity with anti-HIV, anti-HBs or heterophile antibody-positive samples. The neutralizing antibodies titers were 2.13 log (1:134) for homologous samples from HCV genotype 2 infected patients harboring the same genotype as JFH-1 and 1.93 log (1:85) for heterologous samples from patients infected by genotypes other than type 2. These results confirm the presence of broadly cross-neutralizing antibodies already reported using the HCV pseudoparticles system. CONCLUSION: This study presents a simple, specific and reproducible cell culture-based assay for determination of HCV-neutralizing antibodies in human sera. The assay should be an important tool for gauging the relationship between the neutralizing antibodies response and viral load kinetics in acutely or chronically infected patients and for investigating the possible eradication or prevention of HCV infection by neutralizing antibodies.	ee8dca216514deeed4c9415bc2ad8a78dc3d9670	PMC1852297
High level expression of soluble glycoproteins in the allantoic fluid of embryonated chicken eggs using a Sendai virus minigenome system	BACKGROUND: Embryonated chicken eggs have been used since the mid-20th century to grow a wide range of animal viruses to high titers. However, eggs have found so far only limited use in the production of recombinant proteins. We now describe a system, based on a Sendai virus minigenome, to produce large amounts of heterologous viral glycoproteins in the allantoic cavity of embryonated eggs. RESULTS: Soluble forms of human respiratory syncytial virus (HRSV) and human metapneumovirus (HMPV) fusion (F) proteins, devoid of their transmembrane and cytoplasmic domains, were produced in allantoic fluids using the Sendai minigenome system. The first step was rescuing in cell cultures Sendai virus minigenomes encoding the proteins of interest, with the help of wild type Sendai virus. The second step was propagating such recombinant defective viruses, together with the helper virus, in the allantoic cavity of chicken embryonated eggs, and passage to optimize protein production. When compared with the production of the same proteins in the culture supernatant of cells infected with vaccinia recombinants, the yield in the allantoic fluid was 5–10 fold higher. Mutant forms of these soluble proteins were easily constructed by site-directed mutagenesis and expressed in eggs using the same approach. CONCLUSION: The simplicity and economy of the Sendai minigenome system, together with the high yield achieved in the allantoic fluid of eggs, makes it an attractive method to express soluble glycoproteins aimed for structural studies.	58f68e82f134cf3549778fca86251ee61975b596	PMC1852797
Incorporating indel information into phylogeny estimation for rapidly emerging pathogens	BACKGROUND: Phylogenies of rapidly evolving pathogens can be difficult to resolve because of the small number of substitutions that accumulate in the short times since divergence. To improve resolution of such phylogenies we propose using insertion and deletion (indel) information in addition to substitution information. We accomplish this through joint estimation of alignment and phylogeny in a Bayesian framework, drawing inference using Markov chain Monte Carlo. Joint estimation of alignment and phylogeny sidesteps biases that stem from conditioning on a single alignment by taking into account the ensemble of near-optimal alignments. RESULTS: We introduce a novel Markov chain transition kernel that improves computational efficiency by proposing non-local topology rearrangements and by block sampling alignment and topology parameters. In addition, we extend our previous indel model to increase biological realism by placing indels preferentially on longer branches. We demonstrate the ability of indel information to increase phylogenetic resolution in examples drawn from within-host viral sequence samples. We also demonstrate the importance of taking alignment uncertainty into account when using such information. Finally, we show that codon-based substitution models can significantly affect alignment quality and phylogenetic inference by unrealistically forcing indels to begin and end between codons. CONCLUSION: These results indicate that indel information can improve phylogenetic resolution of recently diverged pathogens and that alignment uncertainty should be considered in such analyses.	4e0851aa892c56090edbc47e9506313d2a1b20e0	PMC1853084
Application of Broad-Spectrum, Sequence-Based Pathogen Identification in an Urban Population	A broad spectrum detection platform that provides sequence level resolution of target regions would have a significant impact in public health, case management, and means of expanding our understanding of the etiology of diseases. A previously developed respiratory pathogen microarray (RPM v.1) demonstrated the capability of this platform for this purpose. This newly developed RPM v.1 was used to analyze 424 well-characterized nasal wash specimens from patients presenting with febrile respiratory illness in the Washington, D. C. metropolitan region. For each specimen, the RPM v.1 results were compared against composite reference assay (viral and bacterial culture and, where appropriate, RT-PCR/PCR) results. Across this panel, the RPM assay showed ≥98% overall agreement for all the organisms detected compared with reference methods. Additionally, the RPM v.1 results provide sequence information which allowed phylogenetic classification of circulating influenza A viruses in ∼250 clinical specimens, and allowed monitoring the genetic variation as well as antigenic variability prediction. Multiple pathogens (2–4) were detected in 58 specimens (13.7%) with notably increased abundances of respiratory colonizers (esp. S. pneumoniae) during viral infection. This first-ever comparison of a broad-spectrum viral and bacterial identification technology of this type against a large battery of conventional “gold standard” assays confirms the utility of the approach for both medical surveillance and investigations of complex etiologies of illness caused by respiratory co-infections.	0fcfac3230a7ab2f3b600fd06eebdf084066d01b	PMC1855431
Mutational analysis of human CEACAM1: the potential of receptor polymorphism in increasing host susceptibility to bacterial infection	A common overlapping site on the N-terminal IgV-like domain of human carcinoembryonic antigen (CEA)-related cell adhesion molecules (CEACAMs) is targeted by several important human respiratory pathogens. These include Neisseria meningitidis (Nm) and Haemophilus influenzae (Hi) that can cause disseminated or persistent localized infections. To define the precise structural features that determine the binding of distinct pathogens with CEACAMs, we have undertaken molecular modelling and mutation of the receptor molecules at previously implicated key target residues required for bacterial binding. These include Ser-32, Tyr-34, Val-39, Gln-44 and Gln-89, in addition to Ile-91, the primary docking site for the pathogens. Most, but not all, of these residues located adjacent to each other in a previous N-domain model of human CEACAM1, which was based on REI, CD2 and CD4. In the current studies, we have refined this model based on the mouse CEACAM1 crystal structure, and observe that all of the above residues form an exposed continuous binding region on the N-domain. Examination of the model also suggested that substitution of two of these residues 34 and 89 could affect the accessibility of Ile-91 for ligand binding. By introducing selected mutations at the positions 91, 34 and 89, we confirmed the primary importance of Ile-91 in all bacterial binding to CEACAM1 despite the inter- and intraspecies structural differences between the bacterial CEACAM-binding ligands. The studies further indicated that the efficiency of binding was significantly enhanced for specific strains by mutations such as Y34F and Q89N, which also altered the hierarchy of Nm versus Hi strain binding. These studies imply that distinct polymorphisms in human epithelial CEACAMs have the potential to decrease or increase the risk of infection by the receptor-targeting pathogens.	6ea2532aacbdcea4609067523e9e72fa8cd73200	PMC1859983
Identification of a Novel Polyomavirus from Patients with Acute Respiratory Tract Infections	We report the identification of a novel polyomavirus present in respiratory secretions from human patients with symptoms of acute respiratory tract infection. The virus was initially detected in a nasopharyngeal aspirate from a 3-year-old child from Australia diagnosed with pneumonia. A random library was generated from nucleic acids extracted from the nasopharyngeal aspirate and analyzed by high throughput DNA sequencing. Multiple DNA fragments were cloned that possessed limited homology to known polyomaviruses. We subsequently sequenced the entire virus genome of 5,229 bp, henceforth referred to as WU virus, and found it to have genomic features characteristic of the family Polyomaviridae. The genome was predicted to encode small T antigen, large T antigen, and three capsid proteins: VP1, VP2, and VP3. Phylogenetic analysis clearly revealed that the WU virus was divergent from all known polyomaviruses. Screening of 2,135 patients with acute respiratory tract infections in Brisbane, Queensland, Australia, and St. Louis, Missouri, United States, using WU virus–specific PCR primers resulted in the detection of 43 additional specimens that contained WU virus. The presence of multiple instances of the virus in two continents suggests that this virus is geographically widespread in the human population and raises the possibility that the WU virus may be a human pathogen.	dc7809e3cbcc5bb53b481641f6796891f4ecedc4	PMC1864993
Analysis of Intraviral Protein-Protein Interactions of the SARS Coronavirus ORFeome	The severe acute respiratory syndrome coronavirus (SARS-CoV) genome is predicted to encode 14 functional open reading frames, leading to the expression of up to 30 structural and non-structural protein products. The functions of a large number of viral ORFs are poorly understood or unknown. In order to gain more insight into functions and modes of action and interaction of the different proteins, we cloned the viral ORFeome and performed a genome-wide analysis for intraviral protein interactions and for intracellular localization. 900 pairwise interactions were tested by yeast-two-hybrid matrix analysis, and more than 65 positive non-redundant interactions, including six self interactions, were identified. About 38% of interactions were subsequently confirmed by CoIP in mammalian cells. Nsp2, nsp8 and ORF9b showed a wide range of interactions with other viral proteins. Nsp8 interacts with replicase proteins nsp2, nsp5, nsp6, nsp7, nsp8, nsp9, nsp12, nsp13 and nsp14, indicating a crucial role as a major player within the replication complex machinery. It was shown by others that nsp8 is essential for viral replication in vitro, whereas nsp2 is not. We show that also accessory protein ORF9b does not play a pivotal role for viral replication, as it can be deleted from the virus displaying normal plaque sizes and growth characteristics in Vero cells. However, it can be expected to be important for the virus-host interplay and for pathogenicity, due to its large number of interactions, by enhancing the global stability of the SARS proteome network, or play some unrealized role in regulating protein-protein interactions. The interactions identified provide valuable material for future studies.	60081af7cc91d270d05e6cb45285578f86c918fb	PMC1868897
Dual priming oligonucleotide system for the multiplex detection of respiratory viruses and SNP genotyping of CYP2C19 gene	Successful PCR starts with proper priming between an oligonucleotide primer and the template DNA. However, the inevitable risk of mismatched priming cannot be avoided in the currently used primer system, even though considerable time and effort are devoted to primer design and optimization of reaction conditions. Here, we report a novel dual priming oligonucleotide (DPO) which contains two separate priming regions joined by a polydeoxyinosine linker. The linker assumes a bubble-like structure which itself is not involved in priming, but rather delineates the boundary between the two parts of the primer. This structure results in two primer segments with distinct annealing properties: a longer 5′-segment that initiates stable priming, and a short 3′-segment that determines target-specific extension. This DPO-based system is a fundamental tool for blocking extension of non-specifically primed templates, and thereby generates consistently high PCR specificity even under less than optimal PCR conditions. The strength and utility of the DPO system are demonstrated here using multiplex PCR and SNP genotyping PCR.	810e609cbc20ab7c1543f7131f18b7fd0a3e2ca8	PMC1874606
What is new in otitis media?	The “wait and see” approach in acute otitis media (AOM), consisting of postponing the antibiotic administration for a few days, has been advocated mainly to counteract the increased bacterial resistance in respiratory infections. This approach is not justified in children less than 2 years of age and this for several reasons. First, AOM is an acute inflammation of the middle ear caused in about 70% of cases by bacteria. Redness and bulging of the tympanic membrane are characteristic findings in bacterial AOM. Second, AOM is associated with long-term dysfunction of the inflamed eustachian tube (ET), particularly in children less than 2 years of age. In this age group, the small calibre of the ET together with its horizontal direction result in impaired clearance, ventilation and protection of the middle ear. Third, recent prospective studies have shown poor long-term prognosis of AOM in children below 2 years with at least 50% of recurrences and persisting otitis media with effusion (OME) in about 35% 6 months after AOM. Viruses elicit AOM in about 30% of children. A prolonged course of AOM has been observed when bacterial and viral infections are combined because viral infection is also associated with ET dysfunction in young children. Bacterial and viral testing of the nasopharyngeal aspirate is an excellent tool both for initial treatment and recurrence of AOM. Antibiotic treatment of AOM is mandatory in children less than 2 years of age to decrease inflammation in the middle ear but also of the ET particularly during the first episode. The best choice is amoxicillin because of its superior penetration in the middle ear. Streptococci pneumoniae with intermediary bacterial resistance to penicillin are particularly associated with recurrent AOM. Therefore the dosage of amoxicillin should be 90 mg/kg per day in three doses. In recurrent AOM with β-lactamase-producing bacilli, amoxicillin should be associated with clavulanic acid at a dose of 6.4 mg/kg per day. The duration of the treatment is not established yet but 10 days is reasonable for a first episode of AOM. OME may be a precursor initiating AOM but also a complication thereof. OME needs a watchful waiting approach. When associated with deafness for 2–3 months in children over 2 years of age, an antibiotic should be given according to the results of the bacterial resistance in the nasopharyngeal aspirate. The high rate of complications of tympanostomy tube insertion outweighs the beneficial effect on hearing loss. The poor results of this procedure are due to the absence of effects on ET dysfunction. Pneumococcal vaccination has little beneficial effects on recurrent AOM and its use in infants needs further studies. Treatment with amoxicillin is indicated in all children younger than 2 years with a first episode of AOM presenting with redness and bulging of the tympanic membrane. Combined amoxicillin and clavulanic acid should be given in patients with β-lactamase-producing bacteria. The duration of treatment is estimated to be at least 10 days depending on the findings by pneumo-otoscopy and tympanometry. Bacterial and viral testing of the nasopharyngeal aspirate is highly recommended particularly in children in day care centres as well as for regular follow-up. The high recurrence rate is due to the long-lasting dysfunction of the eustachian tube and the immune immaturity of children less than 2 years of age.	17845fc831495c6ed20d436bbab6a7a0c77a48ec	PMC1876255
Global Surveillance of Emerging Influenza Virus Genotypes by Mass Spectrometry	BACKGROUND: Effective influenza surveillance requires new methods capable of rapid and inexpensive genomic analysis of evolving viral species for pandemic preparedness, to understand the evolution of circulating viral species, and for vaccine strain selection. We have developed one such approach based on previously described broad-range reverse transcription PCR/electrospray ionization mass spectrometry (RT-PCR/ESI-MS) technology. METHODS AND PRINCIPAL FINDINGS: Analysis of base compositions of RT-PCR amplicons from influenza core gene segments (PB1, PB2, PA, M, NS, NP) are used to provide sub-species identification and infer influenza virus H and N subtypes. Using this approach, we detected and correctly identified 92 mammalian and avian influenza isolates, representing 30 different H and N types, including 29 avian H5N1 isolates. Further, direct analysis of 656 human clinical respiratory specimens collected over a seven-year period (1999–2006) showed correct identification of the viral species and subtypes with >97% sensitivity and specificity. Base composition derived clusters inferred from this analysis showed 100% concordance to previously established clades. Ongoing surveillance of samples from the recent influenza virus seasons (2005–2006) showed evidence for emergence and establishment of new genotypes of circulating H3N2 strains worldwide. Mixed viral quasispecies were found in approximately 1% of these recent samples providing a view into viral evolution. CONCLUSION/SIGNIFICANCE: Thus, rapid RT-PCR/ESI-MS analysis can be used to simultaneously identify all species of influenza viruses with clade-level resolution, identify mixed viral populations and monitor global spread and emergence of novel viral genotypes. This high-throughput method promises to become an integral component of influenza surveillance.	435baf47b4f78fc06a8376f451993059407d2972	PMC1876795
Transmission Parameters of the 2001 Foot and Mouth Epidemic in Great Britain	Despite intensive ongoing research, key aspects of the spatial-temporal evolution of the 2001 foot and mouth disease (FMD) epidemic in Great Britain (GB) remain unexplained. Here we develop a Markov Chain Monte Carlo (MCMC) method for estimating epidemiological parameters of the 2001 outbreak for a range of simple transmission models. We make the simplifying assumption that infectious farms were completely observed in 2001, equivalent to assuming that farms that were proactively culled but not diagnosed with FMD were not infectious, even if some were infected. We estimate how transmission parameters varied through time, highlighting the impact of the control measures on the progression of the epidemic. We demonstrate statistically significant evidence for assortative contact patterns between animals of the same species. Predictive risk maps of the transmission potential in different geographic areas of GB are presented for the fitted models.	c65f0939cf35a0f04bf93bd6e8f771b8521563a5	PMC1876810
